@relation TableS1_Prestwick_STRINGWithNames_Unique_ATC_padel2d_pos_WithoutNans50

@attribute ATSC0m numeric
@attribute ATSC3e numeric
@attribute GATS3m numeric
@attribute GATS7m numeric
@attribute GATS7e numeric
@attribute GATS5p numeric
@attribute BCUTw-1h numeric
@attribute BCUTp-1l numeric
@attribute fragC numeric
@attribute IC5 numeric
@attribute SIC5 numeric
@attribute AMW numeric
@attribute WPATH numeric
@attribute Class {0,1}

@data
2962.25648,-0.639079,1.129818,1.15725,1.191811,0.908368,31.972073,5.197631,247.11,5.301674,0.877122,7.397281,3398,1
39796.259871,-1.325053,0.94324,1.2272,1.425378,1.013282,126.906473,4.381673,20.08,4.574401,0.906829,18.600183,766,1
1185.001688,0.410802,0.896117,1.132402,1.217513,0.980971,15.995924,4.78128,55.04,4.631293,0.910335,7.180035,613,1
2043.386885,-0.189884,1.571369,0.786854,0.982886,0.919266,31.972072,4.776868,119.07,4.784143,0.892972,8.148749,1247,1
1958.905149,0.167104,0.757767,1.133553,1.160218,1.077752,16.002576,5.175428,233.1,5.322076,0.929146,8.323204,2336,1
2709.30871,-0.244085,1.062698,1.381777,1.097997,0.701876,31.973426,5.952432,177.04,4.928509,0.882461,7.419544,1217,1
3943.373286,-2.309162,0.833544,1.011878,1.103683,1.038652,34.968855,4.351874,338.18,5.891754,0.948836,9.379556,462000002361,1
3846.191452,-0.921625,0.98355,1.080629,0.802242,0.793762,34.97201,6.130806,129.07,5.028992,0.951487,10.615026,1513,1
1022.553635,-0.038575,0.879257,1.309751,1.419821,0.737772,15.995921,4.665851,14.03,4.280226,0.881071,6.658975,350,1
1927.173385,-0.385108,1.030545,0.956934,0.94086,0.999673,15.996932,4.703347,191.03,5.383675,0.919032,6.141985,1675,1
5564.414969,0.212208,1.248003,0.178765,0.491784,1.24953,79.916673,4.996009,84.03,4.403856,0.948319,10.999397,415,1
1615.077165,-0.304509,0.759075,1.161966,0.949568,1.067879,15.995927,4.992735,67.06,4.892702,0.885788,6.612824,1017,1
2189.255558,0.026066,1.490945,1.029828,1.002151,0.914478,31.972072,4.781188,129.09,4.925119,0.90213,8.29783,1551,1
1959.639284,-0.620823,0.992489,0.893237,1.011031,1.116217,15.996934,4.280119,198.04,5.383675,0.919032,6.366041,1687,1
